IR1_190627_x,IR1_190627_y,IR2_190627_x,IR2_190627_y
1124.826,0.211788,1124.826,0.08989395
1125.308,0.2179022,1125.308,0.08667438
1125.791,0.2259883,1125.791,0.0846444
1126.273,0.2356874,1126.273,0.08358059
1126.755,0.2466258,1126.755,0.0832876
1127.237,0.2584542,1127.237,0.08361185
1127.719,0.2708793,1127.719,0.08444075
1128.201,0.2836759,1128.201,0.08569556
1128.683,0.2966696,1128.683,0.08732037
1129.166,0.3096862,1129.166,0.0892729
1129.648,0.3224835,1129.648,0.09151539
1130.13,0.3346925,1130.13,0.09400836
1130.612,0.3458045,1130.612,0.09670716
1131.094,0.3552251,1131.094,0.09956452
1131.576,0.3623918,1131.576,0.1025369
1132.058,0.3669125,1132.058,0.1055948
1132.54,0.3686682,1132.54,0.1087302
1133.023,0.3678362,1133.023,0.1119598
1133.505,0.3648348,1133.505,0.1153199
1133.987,0.3602263,1133.987,0.1188565
1134.469,0.3546241,1134.469,0.1226141
1134.951,0.3486265,1134.951,0.1266265
1135.433,0.342776,1135.433,0.1309139
1135.915,0.3375307,1135.915,0.1354843
1136.398,0.3332412,1136.398,0.1403393
1136.88,0.3301311,1136.88,0.1454802
1137.362,0.3282963,1137.362,0.1509131
1137.844,0.3277257,1137.844,0.1566536
1138.326,0.3283469,1138.326,0.1627309
1138.808,0.3300831,1138.808,0.1691919
1139.29,0.3329042,1139.29,0.1761032
1139.772,0.3368492,1139.772,0.1835486
1140.255,0.3420098,1140.255,0.1916177
1140.737,0.3484787,1140.737,0.2003891
1141.219,0.3562852,1141.219,0.2099106
1141.701,0.3653462,1141.701,0.2201861
1142.183,0.3754583,1142.183,0.2311756
1142.665,0.3863404,1142.665,0.2428101
1143.147,0.3977117,1143.147,0.2550152
1143.63,0.4093709,1143.63,0.2677308
1144.112,0.4212394,1144.112,0.2809153
1144.594,0.4333444,1144.594,0.2945272
1145.076,0.4457567,1145.076,0.3084964
1145.558,0.4585188,1145.558,0.3227018
1146.04,0.4716078,1146.04,0.3369782
1146.522,0.4849531,1146.522,0.3511604
1147.005,0.4985045,1147.005,0.3651513
1147.487,0.5123044,1147.487,0.3789864
1147.969,0.5265228,1147.969,0.3928579
1148.451,0.5414223,1148.451,0.4070824
1148.933,0.5572665,1148.933,0.422026
1149.415,0.5742128,1149.415,0.4380178
1149.897,0.5922415,1149.897,0.4552888
1150.38,0.6111513,1150.38,0.4739568
1150.862,0.6306245,1150.862,0.4940499
1151.344,0.650317,1151.344,0.5155452
1151.826,0.6699219,1151.826,0.5383837
1152.308,0.6891595,1152.308,0.5624354
1152.79,0.7077014,1152.79,0.5874172
1153.272,0.7250822,1153.272,0.6127982
1153.755,0.740676,1153.755,0.6377508
1154.237,0.7537855999999999,1154.237,0.6612002
1154.719,0.763818,1154.719,0.6819816
1155.201,0.7704541,1155.201,0.6990571
1155.683,0.7737020999999999,1155.683,0.7116916
1156.165,0.7737995,1156.165,0.7195131
1156.647,0.7710397,1156.647,0.7224633
1157.129,0.7656457,1157.129,0.7207266
1157.612,0.7577846,1157.612,0.7147214
1158.094,0.747705,1158.094,0.7051542
1158.576,0.7358936,1158.576,0.6930609
1159.058,0.7231244,1159.058,0.6797383
1159.54,0.710345,1159.54,0.6665505
1160.022,0.6984429,1160.022,0.6546711
1160.504,0.6880039,1160.504,0.6448622000000001
1160.987,0.6791596,1160.987,0.6373567
1161.469,0.6715762,1161.469,0.6318703
1161.951,0.664578,1161.951,0.627726
1162.433,0.6573635,1162.433,0.624051
1162.915,0.6492329,1162.915,0.6199924
1163.397,0.6397494,1163.397,0.6148843000000001
1163.879,0.6287867,1163.879,0.6083307999999999
1164.361,0.6164815,1164.361,0.60021
1164.844,0.6031464,1164.844,0.5906355
1165.326,0.5892037,1165.326,0.5799204
1165.808,0.5751517,1165.808,0.5685495
1166.29,0.5615475,1166.29,0.5571417
1166.772,0.5489664,1166.772,0.5463755
1167.254,0.5379316,1167.254,0.5368773999999999
1167.736,0.5288205,1167.736,0.5290942
1168.219,0.5217839,1168.219,0.5231938
1168.701,0.5167044,1168.701,0.5190203
1169.183,0.513213,1169.183,0.5161229000000001
1169.665,0.5107614,1169.665,0.5138547
1170.147,0.5087331,1170.147,0.5115154
1170.629,0.506556,1170.629,0.508495
1171.111,0.5037811,1171.111,0.5043698
1171.594,0.5001065,1171.594,0.4989282
1172.076,0.4953595,1172.076,0.4921392
1172.558,0.4894681,1172.558,0.4841043
1173.04,0.4824496,1173.04,0.4750282
1173.522,0.474422,1173.522,0.4652139
1174.004,0.4656147,1174.004,0.4550579
1174.486,0.4563486,1174.486,0.4450196
1174.969,0.4469713,1174.969,0.4355489
1175.451,0.4377639,1175.451,0.4269921
1175.933,0.4288557,1175.933,0.4195069
1176.415,0.4201802,1176.415,0.4130163
1176.897,0.411493,1176.897,0.4072159
1177.379,0.4024407,1177.379,0.401632
1177.861,0.3926614,1177.861,0.3957136
1178.344,0.3818786,1178.344,0.3889375
1178.826,0.3699638,1178.826,0.3808983
1179.308,0.3569528,1179.308,0.3713669
1179.79,0.3430279,1179.79,0.3603151
1180.272,0.3284809,1180.272,0.3479087
1180.754,0.3136745,1180.754,0.334481
1181.236,0.2990016,1181.236,0.3204856
1181.718,0.2848433,1181.718,0.3064305
1182.201,0.2715239,1182.201,0.2928015
1182.683,0.2592721,1182.683,0.2799934
1183.165,0.2482017,1183.165,0.2682669
1183.647,0.2383173,1183.647,0.2577449
1184.129,0.2295463,1184.129,0.2484438
1184.611,0.2217856,1184.611,0.2403252
1185.093,0.214949,1185.093,0.2333492
1185.576,0.2090018,1185.576,0.2275095
1186.058,0.2039711,1186.058,0.2228413
1186.54,0.1999293,1186.54,0.2194016
1187.022,0.1969614,1187.022,0.2172354
1187.504,0.1951274,1187.504,0.2163433
1187.986,0.1944351,1187.986,0.2166639
1188.468,0.1948335,1188.468,0.218079
1188.951,0.1962245,1188.951,0.2204338
1189.433,0.1984898,1189.433,0.2235658
1189.915,0.2015182,1189.915,0.2273248
1190.397,0.2052223,1190.397,0.2315768
1190.879,0.2095371,1190.879,0.2361889
1191.361,0.2144021,1191.361,0.2410048
1191.843,0.2197344,1191.843,0.2458251
1192.325,0.2254081,1192.325,0.2504056
1192.808,0.2312442,1192.808,0.2544796
1193.29,0.2370173,1193.29,0.2577942
1193.772,0.2424691,1193.772,0.2601428
1194.254,0.247319,1194.254,0.2613767
1194.736,0.2512662,1194.736,0.2613879
1195.218,0.2539887,1195.218,0.2600776
1195.7,0.255154,1195.7,0.257331
1196.183,0.2544546,1196.183,0.253022
1196.665,0.2516716,1196.665,0.247047
1197.147,0.2467438,1197.147,0.2393805
1197.629,0.239813,1197.629,0.2301211
1198.111,0.2312186,1198.111,0.2195093
1198.593,0.2214445,1198.593,0.2079092
1199.075,0.2110394,1199.075,0.195765
1199.557,0.2005415,1199.557,0.1835493
1200.04,0.1904265,1200.04,0.1717156
1200.522,0.1810791,1200.522,0.1606588
1201.004,0.172784,1201.004,0.1506837
1201.486,0.1657255,1201.486,0.1419842
1201.968,0.1599955,1201.968,0.1346369
1202.45,0.1556037,1202.45,0.1286113
1202.932,0.1524955,1202.932,0.1237958
1203.415,0.1505691,1203.415,0.1200337
1203.897,0.1496968,1203.897,0.1171602
1204.379,0.1497441,1204.379,0.1150298
1204.861,0.1505876,1204.861,0.1135324
1205.343,0.1521284,1205.343,0.1125932
1205.825,0.154298,1205.825,0.1121622
1206.307,0.157055,1206.307,0.112201
1206.79,0.1603762,1206.79,0.1126724
1207.272,0.1642435,1207.272,0.1135385
1207.754,0.1686349,1207.754,0.1147671
1208.236,0.1735226,1208.236,0.1163419
1208.718,0.17888,1208.718,0.1182716
1209.2,0.1846921,1209.2,0.120591
1209.682,0.1909652,1209.682,0.123354
1210.165,0.1977276,1210.165,0.1266202
1210.647,0.2050214,1210.647,0.1304385
1211.129,0.2128891,1211.129,0.1348374
1211.611,0.221361,1211.611,0.1398216
1212.093,0.2304509,1212.093,0.1453787
1212.575,0.2401631,1212.575,0.1514932
1213.057,0.2505049,1213.057,0.1581613
1213.54,0.2614985,1213.54,0.1654009
1214.022,0.2731835,1214.022,0.1732548
1214.504,0.2856105,1214.504,0.1817854
1214.986,0.2988293,1214.986,0.191068
1215.468,0.3128843,1215.468,0.2011885
1215.95,0.3278213,1215.95,0.2122438
1216.432,0.343707,1216.432,0.2243475
1216.914,0.3606476,1216.914,0.2376311
1217.397,0.3787954,1217.397,0.2522349
1217.879,0.3983258,1217.879,0.2682866
1218.361,0.4193926,1218.361,0.2858667
1218.843,0.4420697,1218.843,0.3049757
1219.325,0.4663042,1219.325,0.3255084
1219.807,0.4918961,1219.807,0.3472473
1220.289,0.5185078,1220.289,0.3698721
1220.772,0.5456877,1220.772,0.3929746
1221.254,0.5728779000000001,1221.254,0.4160606
1221.736,0.5993866,1221.736,0.4385325
1222.218,0.6243379999999999,1222.218,0.4596671
1222.7,0.6466548,1222.7,0.4786318
1223.182,0.6651468,1223.182,0.4945805
1223.664,0.6787435000000001,1223.664,0.506843
1224.146,0.6868093,1224.146,0.5151457
1224.629,0.689379,1224.629,0.5197495
1225.111,0.6871637,1225.111,0.5214105
1225.593,0.6813071000000001,1225.593,0.5211673999999999
1226.075,0.6730442,1226.075,0.5200629
1226.557,0.6634446000000001,1226.557,0.5189300999999999
1227.039,0.6533418,1227.039,0.5183187
1227.521,0.6434182000000001,1227.521,0.5185525
1228.004,0.6343436,1228.004,0.5198544
1228.486,0.6268573,1228.486,0.5224563
1228.968,0.621742,1228.968,0.5266302
1229.45,0.6196998,1229.45,0.5326218
1229.932,0.621191,1229.932,0.5405165
1230.414,0.6262989,1230.414,0.5500965
1230.896,0.6346703,1230.896,0.5607598
1231.379,0.6455491,1231.379,0.5715467
1231.861,0.6579046,1231.861,0.5812921
1232.343,0.670616,1232.343,0.5888644
1232.825,0.6826526000000001,1232.825,0.5934083
1233.307,0.6931839,1233.307,0.5944954
1233.789,0.7015981,1233.789,0.5921378
1234.271,0.7074658,1234.271,0.5867004
1234.754,0.7105186,1234.754,0.5787849
1235.236,0.7106872,1235.236,0.5691427
1235.718,0.7081735,1235.718,0.5586217999999999
1236.2,0.7034892,1236.2,0.5481197
1236.682,0.6973996,1236.682,0.538516
1237.164,0.6907747,1237.164,0.5305873
1237.646,0.6844184,1237.646,0.5249255
1238.129,0.6789462000000001,1238.129,0.521889
1238.611,0.6747552999999999,1238.611,0.5215993
1239.093,0.6720739999999999,1239.093,0.5239842
1239.575,0.6710427,1239.575,0.5288529
1240.057,0.6717698,1240.057,0.5359754
1240.539,0.674324,1240.539,0.5451376
1241.021,0.6786646,1241.021,0.5561527000000001
1241.503,0.6845483999999999,1241.503,0.5688280999999999
1241.986,0.6914704,1241.986,0.5829114
1242.468,0.6986937,1242.468,0.5980491
1242.95,0.705386,1242.95,0.6137847
1243.432,0.7108321,1243.432,0.6296047
1243.914,0.7146257,1243.914,0.645007
1244.396,0.7167419,1244.396,0.659552
1244.878,0.7174462,1244.878,0.6728622
1245.361,0.7170961,1245.361,0.6845795
1245.843,0.715951,1245.843,0.6943247
1246.325,0.7140889,1246.325,0.7017144
1246.807,0.71145,1246.807,0.7064541
1247.289,0.7079622,1247.289,0.7084686
1247.771,0.703653,1247.771,0.7079871
1248.253,0.6986839,1248.253,0.7055163
1248.735,0.6932855,1248.735,0.7017044
1249.218,0.6876513,1249.218,0.6971654
1249.7,0.6818627,1249.7,0.6923549
1250.182,0.6759014,1250.182,0.6875508
1250.664,0.6697431,1250.664,0.6829291
1251.146,0.6634774,1251.146,0.6786795
1251.628,0.6573774,1251.628,0.6750871000000001
1252.11,0.6518712,1252.11,0.6725314999999999
1252.593,0.6474228,1252.593,0.6714059
1253.075,0.6443862,1253.075,0.671997
1253.557,0.6428970000000001,1253.557,0.6743859
1254.039,0.6428496,1254.039,0.6784117
1254.521,0.6439577,1254.521,0.683708
1255.003,0.6458654,1255.003,0.6897913
1255.485,0.6482462,1255.485,0.6961576
1255.968,0.6508375,1255.968,0.7023385
1256.45,0.6533906,1256.45,0.707896
1256.932,0.6555728,1256.932,0.7123736000000001
1257.414,0.6568924,1257.414,0.7152587
1257.896,0.6567174,1257.896,0.7160133
1258.378,0.6544111,1258.378,0.7141885
1258.86,0.6495445,1258.86,0.7095755
1259.343,0.6420771,1259.343,0.702309
1259.825,0.6323993999999999,1259.825,0.6928457
1260.307,0.6212026,1260.307,0.6818148000000001
1260.789,0.6092488,1260.789,0.669825
1261.271,0.5971638,1261.271,0.6573266
1261.753,0.5853446,1261.753,0.6445937
1262.235,0.5739926,1262.235,0.6318003
1262.718,0.5632192,1262.718,0.6191245
1263.2,0.5531436,1263.2,0.606806
1263.682,0.5439327,1263.682,0.5951291
1264.164,0.5357746,1264.164,0.5843512
1264.646,0.5288166,1264.646,0.5746272
1265.128,0.5231106,1265.128,0.5659784
1265.61,0.5186029,1265.61,0.5583248
1266.092,0.515169,1266.092,0.5515611
1266.575,0.5126733999999999,1266.575,0.5456348
1267.057,0.5110195,1267.057,0.5405822
1267.539,0.5101625,1267.539,0.5365011
1268.021,0.5100817,1268.021,0.5334788
1268.503,0.5107325,1268.503,0.5315133
1268.985,0.5120102,1268.985,0.5304712
1269.467,0.5137479,1269.467,0.5301001
1269.95,0.5157505999999999,1269.95,0.530091
1270.432,0.5178437,1270.432,0.5301561
1270.914,0.5199003,1270.914,0.5300791
1271.396,0.5218233,1271.396,0.529709
1271.878,0.5234857000000001,1271.878,0.5289043
1272.36,0.524663,1272.36,0.5274627
1272.842,0.5250065,1272.842,0.5250966
1273.324,0.5240920999999999,1273.324,0.5214759
1273.807,0.5215316,1273.807,0.5163292
1274.289,0.5171084,1274.289,0.5095534
1274.771,0.5108644,1274.771,0.5012701000000001
1275.253,0.5031014,1275.253,0.4918041
1275.735,0.4942957,1275.735,0.4815926
1276.217,0.4849755,1276.217,0.4710764
1276.699,0.4756189,1276.699,0.4606195
1277.182,0.4666088,1277.182,0.4504855
1277.664,0.4582427,1277.664,0.4408608
1278.146,0.4507699,1278.146,0.4318988
1278.628,0.444416,1278.628,0.423746
1279.11,0.4393739,1279.11,0.4165333
1279.592,0.4357603,1279.592,0.4103358
1280.074,0.4335563,1280.074,0.4051225
1280.557,0.4325649,1280.557,0.4007265
1281.039,0.4324068,1281.039,0.3968543
1281.521,0.4325643,1281.521,0.3931348
1282.003,0.4324607,1282.003,0.3891928
1282.485,0.4315473,1282.485,0.3847128
1282.967,0.4293682,1282.967,0.3794734
1283.449,0.4255864,1283.449,0.373345
1283.932,0.4199816,1283.932,0.3662631
1284.414,0.4124421,1284.414,0.3582058
1284.896,0.40297,1284.896,0.349187
1285.378,0.3916999,1285.378,0.3392687
1285.86,0.3789087,1285.86,0.3285765
1286.342,0.364996,1286.342,0.3173025
1286.824,0.3504291,1286.824,0.3056857
1287.307,0.3356661,1287.307,0.2939763
1287.789,0.3210879,1287.789,0.2823976
1288.271,0.3069606,1288.271,0.2711219
1288.753,0.2934375,1288.753,0.2602655
1289.235,0.2805901,1289.235,0.2499022
1289.717,0.2684487,1289.717,0.2400808
1290.199,0.2570327,1290.199,0.230839
1290.682,0.2463607,1290.682,0.222203
1291.164,0.2364417,1291.164,0.2141785
1291.646,0.2272579,1291.646,0.206737
1292.128,0.2187518,1292.128,0.1998075
1292.61,0.2108248,1292.61,0.1932797
1293.092,0.2033499,1293.092,0.1870182
1293.574,0.1961917,1293.574,0.1808867
1294.056,0.1892283,1294.056,0.1747698
1294.539,0.1823657,1294.539,0.1685915
1295.021,0.1755436,1295.021,0.1623207
1295.503,0.1687353,1295.503,0.1559723
1295.985,0.1619453,1295.985,0.1495991
1296.467,0.1552064,1296.467,0.1432822
1296.949,0.1485765,1296.949,0.137118
1297.431,0.1421324,1297.431,0.131204
1297.914,0.1359597,1297.914,0.1256266
1298.396,0.1301403,1298.396,0.1204521
1298.878,0.1247412,1298.878,0.1157248
1299.36,0.119807,1299.36,0.1114679
1299.842,0.1153584,1299.842,0.1076862
1300.324,0.111393,1300.324,0.1043669
1300.806,0.1078883,1300.806,0.1014777
1301.288,0.1048048,1301.288,0.09896333
1301.771,0.1020862,1301.771,0.09674346
1302.253,0.0996603,1302.253,0.0947146
1302.735,0.09743932,1302.735,0.0927581
1303.217,0.09532446,1303.217,0.09075499
1303.699,0.09321431,1303.699,0.08860487
1304.181,0.09102014,1304.181,0.08624583
1304.663,0.08868261,1304.663,0.08366788
1305.146,0.08618692,1305.146,0.08091544
1305.628,0.08356698,1305.628,0.07807566
1306.11,0.08089879,1306.11,0.07525622
1306.592,0.0782817,1306.592,0.07256068
1307.074,0.07581524,1307.074,0.07006808
1307.556,0.07357652,1307.556,0.0678218
1308.038,0.07160538,1308.038,0.06582924
1308.521,0.0698996,1308.521,0.06407113
1309.003,0.06842299,1309.003,0.06251632
1309.485,0.06712244,1309.485,0.06113608
1309.967,0.06594689,1309.967,0.05991315
1310.449,0.06486234,1310.449,0.05884366
1310.931,0.06385971,1310.931,0.05793231
1311.413,0.06295367,1311.413,0.05718468
1311.896,0.06217667,1311.896,0.05660073
1312.378,0.06156944,1312.378,0.05617252
1312.86,0.06117109,1312.86,0.05588757
1313.342,0.06101095,1313.342,0.05573667
1313.824,0.0611053,1313.824,0.05572157
1314.306,0.06145644,1314.306,0.05585697
1314.788,0.06205507,1314.788,0.05616637
1315.271,0.06288102,1315.271,0.05667159
1315.753,0.063903,1315.753,0.05738048
1316.235,0.06507649,1316.235,0.05827654
1316.717,0.0663403,1316.717,0.0593106
1317.199,0.06761296,1317.199,0.06039685
1317.681,0.06879031,1317.681,0.06141289
1318.163,0.0697455,1318.163,0.06220692
1318.645,0.07033572,1318.645,0.06261379
1319.128,0.07041769,1319.128,0.06248009
1319.61,0.06987333,1319.61,0.06169504
1320.092,0.06863769,1320.092,0.06021564
1320.574,0.06671827,1320.574,0.05807719
1321.056,0.06419788,1321.056,0.05538346
1321.538,0.06122057,1321.538,0.0522838
1322.02,0.05796779,1322.02,0.04894688
1322.503,0.05463347,1322.503,0.04553868
1322.985,0.05140243,1322.985,0.04220722
1323.467,0.04843234,1323.467,0.03907145
1323.949,0.04583853,1323.949,0.03621297
1324.431,0.04368487,1324.431,0.03367193
1324.913,0.04198223,1324.913,0.03145029
1325.395,0.04069784,1325.395,0.02952319
1325.877,0.03977007,1325.877,0.02785409
1326.36,0.03912399,1326.36,0.02640922
1326.842,0.03868071,1326.842,0.02516445
1327.324,0.03836136,1327.324,0.02410428
1327.806,0.03808685,1327.806,0.02321461
1328.288,0.03778116,1328.288,0.02247695
1328.77,0.03737948,1328.77,0.02186608
1329.252,0.03683886,1329.252,0.02135422
1329.735,0.03614864,1329.735,0.02091891
1330.217,0.03533443,1330.217,0.02054863
1330.699,0.03445333,1330.699,0.02024411
1331.181,0.03358042,1331.181,0.02001342
1331.663,0.0327913,1331.663,0.01986515
1332.145,0.0321447,1332.145,0.01980324
1332.627,0.03167242,1332.627,0.019827
1333.109,0.03137958,1333.109,0.01993675
1333.592,0.03125327,1333.592,0.02013911
1334.074,0.03127428,1334.074,0.02044967
1334.556,0.03142624,1334.556,0.02088758
1335.038,0.0316984,1335.038,0.02146558
1335.52,0.03208319,1335.52,0.02217721
1336.002,0.03257039,1336.002,0.02298978
1336.484,0.03314145,1336.484,0.02384419
1336.967,0.03376554,1336.967,0.02466308
1337.449,0.03439602,1337.449,0.02536192
1337.931,0.0349679,1337.931,0.02585742
1338.413,0.03539716,1338.413,0.02607421
1338.895,0.03558959,1338.895,0.02595326
1339.377,0.03546187,1339.377,0.02546637
1339.859,0.03497415,1339.859,0.02463183
1340.342,0.03415181,1340.342,0.02351699
1340.824,0.03308101,1340.824,0.02222115
1341.306,0.03188039,1341.306,0.02084979
1341.788,0.03066723,1341.788,0.01949439
1342.27,0.02953702,1342.27,0.01822706
1342.752,0.02855725,1342.752,0.01710143
1343.234,0.02776822,1343.234,0.01615396
1343.717,0.02718524,1343.717,0.01540302
1344.199,0.02680074,1344.199,0.01484682
1344.681,0.02658708,1344.681,0.01446373
1345.163,0.02650233,1345.163,0.01422058
1345.645,0.02649895,1345.645,0.01408198
1346.127,0.02653093,1346.127,0.01402024
1346.609,0.02656038,1346.609,0.01401744
1347.092,0.02655935,1347.092,0.01406018
1347.574,0.02651177,1347.574,0.01413134
1348.056,0.02641493,1348.056,0.01420484
1348.538,0.02628156,1348.538,0.01424801
1349.02,0.02613804,1349.02,0.01423294
1349.502,0.02601985,1349.502,0.01414849
1349.984,0.02596114,1349.984,0.01400878
1350.466,0.02598471,1350.466,0.01384872
1350.949,0.02609405,1350.949,0.01371123
1351.431,0.02627456,1351.431,0.0136293
1351.913,0.0265011,1351.913,0.01361399
1352.395,0.02675073,1352.395,0.0136518
1352.877,0.02701415,1352.877,0.01371229
1353.359,0.0272995,1353.359,0.01376161
1353.841,0.02762833,1353.841,0.01377648
1354.324,0.02802438,1354.324,0.01375234
1354.806,0.02850099,1354.806,0.01370296
1355.288,0.02905428,1355.288,0.0136529
1355.77,0.02966596,1355.77,0.01362568
1356.252,0.0303147,1356.252,0.01363495
1356.734,0.03098709,1356.734,0.01368193
1357.216,0.03168165,1357.216,0.01375918
1357.698,0.03240324,1357.698,0.01385721
1358.181,0.03315171,1358.181,0.01397008
1358.663,0.03391397,1358.663,0.01410122
1359.145,0.03466477,1359.145,0.01426927
1359.627,0.03538274,1359.627,0.0145166
1360.109,0.03607577,1360.109,0.01491941
1360.591,0.03680643,1360.591,0.01559679
1361.073,0.03770548,1361.073,0.01670806
1361.556,0.03895564,1361.556,0.0184221
1362.038,0.04073368,1362.038,0.02084649
1362.52,0.0431164,1362.52,0.02393248
1363.002,0.04600279,1363.002,0.02742612
1363.484,0.04912237,1363.484,0.03094076
1363.966,0.05214551,1363.966,0.03412027
1364.448,0.05481207,1364.448,0.03676612
1364.931,0.05699116,1364.931,0.03884511
1365.413,0.0586576,1365.413,0.04041446
1365.895,0.05983466,1365.895,0.04153749
1366.377,0.06054489,1366.377,0.0422307
1366.859,0.06078885,1366.859,0.04244753
1367.341,0.06055193,1367.341,0.0420982
1367.823,0.05983184,1367.823,0.04109911
1368.306,0.05866996,1368.306,0.0394357
1368.788,0.05716703,1368.788,0.03720582
1369.27,0.05546838,1369.27,0.03461539
1369.752,0.05372966,1369.752,0.03192205
1370.234,0.05208137,1370.234,0.02936288
1370.716,0.0506126,1370.716,0.02710386
1371.198,0.04937782,1371.198,0.0252292
1371.681,0.04841486,1371.681,0.02376544
1372.163,0.04776097,1372.163,0.02271688
1372.645,0.04745365,1372.645,0.0220936
1373.127,0.04750902,1373.127,0.02191629
1373.609,0.04788326,1373.609,0.02218855
1374.091,0.04844541,1374.091,0.02285135
1374.573,0.04900592,1374.573,0.02376453
1375.056,0.04940451,1375.056,0.02475203
1375.538,0.04959883,1375.538,0.02568672
1376.02,0.04968315,1376.02,0.02654012
1376.502,0.04983806,1376.502,0.02736584
1376.984,0.05025568,1376.984,0.02824511
1377.466,0.05107263,1377.466,0.02922819
1377.948,0.05231804,1377.948,0.03029094
1378.43,0.05388842,1378.43,0.0313189
1378.913,0.05556617,1378.913,0.03213132
1379.395,0.05708941,1379.395,0.03254224
1379.877,0.05824062,1379.877,0.03242602
1380.359,0.05890733,1380.359,0.03175319
1380.841,0.05908709,1380.841,0.03058517
1381.323,0.05885444,1381.323,0.02904517
1381.805,0.05831508,1381.805,0.02728581
1382.288,0.05757307,1382.288,0.02546078
1382.77,0.05671481,1382.77,0.02370182
1383.252,0.05580976,1383.252,0.02210438
1383.734,0.05491794,1383.734,0.02072675
1384.216,0.05409918,1384.216,0.01960142
1384.698,0.05341611,1384.698,0.01875091
1385.18,0.05292799,1385.18,0.01819262
1385.662,0.05267311,1385.662,0.01792883
1386.145,0.05264397,1386.145,0.01792144
1386.627,0.05276918,1386.627,0.01807174
1387.109,0.05292792,1387.109,0.01823605
1387.591,0.05299938,1387.591,0.01828664
1388.073,0.05291785,1388.073,0.01817285
1388.555,0.05268665,1388.555,0.01793131
1389.037,0.05235269,1389.037,0.01764373
1389.52,0.05196868,1389.52,0.01738521
1390.002,0.05157045,1390.002,0.01719422
1390.484,0.05117289,1390.484,0.01706914
1390.966,0.05077935,1390.966,0.01698213
1391.448,0.05039296,1391.448,0.01690027
1391.93,0.05002585,1391.93,0.01680328
1392.412,0.0496985,1392.412,0.01669315
1392.895,0.04943135,1392.895,0.01659179
1393.377,0.04922849,1393.377,0.01652808
1393.859,0.04905948,1393.859,0.01651541
1394.341,0.04885283,1394.341,0.01653042
1394.823,0.04851517,1394.823,0.01650949
1395.305,0.04797539,1395.305,0.01637721
1395.787,0.04722442,1395.787,0.016091
1396.27,0.04632036,1396.27,0.01566566
1396.752,0.04536006,1396.752,0.01516086
1397.234,0.04444171,1397.234,0.01465116
1397.716,0.04363548,1397.716,0.01419566
1398.198,0.04296383,1398.198,0.01382037
1398.68,0.04239254,1398.68,0.01351263
1399.162,0.04184098,1399.162,0.01323414
1399.645,0.04121946,1399.645,0.01295085
1400.127,0.04047679,1400.127,0.01266024
1400.609,0.03962488,1400.609,0.01239402
1401.091,0.03872302,1401.091,0.01219537
1401.573,0.03784536,1401.573,0.01209455
1402.055,0.03705427,1402.055,0.01209588
1402.537,0.03638901,1402.537,0.01217946
1403.019,0.0358635,1403.019,0.01231169
1403.502,0.03546744,1403.502,0.01245969
1403.984,0.03516848,1403.984,0.01260743
1404.466,0.03491849,1404.466,0.01276327
1404.948,0.03466516,1404.948,0.01295061
1405.43,0.03436811,1405.43,0.01318567
1405.912,0.03400928,1405.912,0.01345839
1406.394,0.03359389,1406.394,0.01373404
1406.877,0.03314309,1406.877,0.01397186
1407.359,0.03268533,1407.359,0.01414445
1407.841,0.03224758,1407.841,0.01424815
1408.323,0.03184959,1408.323,0.01430167
1408.805,0.03149781,1408.805,0.01433704
1409.287,0.0311832,1409.287,0.01438718
1409.769,0.0308839,1409.769,0.0144759
1410.251,0.03057479,1410.251,0.01461343
1410.734,0.03024092,1410.734,0.01480023
1411.216,0.02988852,1411.216,0.01503372
1411.698,0.02954638,1411.698,0.0153122
1412.18,0.02925594,1412.18,0.01563128
1412.662,0.02905428,1412.662,0.01597514
1413.144,0.02896005,1413.144,0.01631043
1413.626,0.02896703,1413.626,0.01658842
1414.109,0.02905116,1414.109,0.01675737
1414.591,0.0291819,1414.591,0.01678224
1415.073,0.02933878,1415.073,0.01666306
1415.555,0.02952198,1415.555,0.01644923
1416.037,0.02975746,1416.037,0.01624325
1416.519,0.03009242,1416.519,0.01619599
1417.001,0.03058364,1417.001,0.01648967
1417.484,0.03127275,1417.484,0.01729641
1417.966,0.03215009,1417.966,0.01869688
1418.448,0.03311909,1418.448,0.02057083
1418.93,0.0340068,1418.93,0.02256312
1419.412,0.03464413,1419.412,0.02423985
1419.894,0.03496233,1419.894,0.02534134
1420.376,0.03501078,1420.376,0.02587761
1420.859,0.03490219,1420.859,0.02602633
1421.341,0.03475919,1421.341,0.02600205
1421.823,0.03469624,1421.823,0.02599579
1422.305,0.03482442,1422.305,0.02617013
1422.787,0.03525307,1422.787,0.02666127
1423.269,0.03607073,1423.269,0.02755772
1423.751,0.03730268,1423.751,0.02885303
1424.234,0.03887265,1424.234,0.03041249
1424.716,0.04061673,1424.716,0.03200917
1425.198,0.04235781,1425.198,0.03342852
1425.68,0.04398828,1425.68,0.03456049
1426.162,0.04550236,1426.162,0.03541966
1426.644,0.04697673,1426.644,0.03610817
1427.126,0.04853103,1427.126,0.03676806
1427.608,0.05028852,1427.608,0.03754404
1428.091,0.05234203,1428.091,0.03855341
1428.573,0.05472596,1428.573,0.03985853
1429.055,0.05740165,1429.055,0.04145113
1429.537,0.06027179,1429.537,0.04326188
