IR1_190627_x,IR1_190627_y,IR2_190627_x,IR2_190627_y
2378.383,0.06222343,2378.383,0.00273923
2378.865,0.06124575,2378.865,0.002907848
2379.347,0.06042732,2379.347,0.002989113
2379.83,0.05974625,2379.83,0.003004927
2380.312,0.05914932,2380.312,0.002974466
2380.794,0.05856488,2380.794,0.002907948
2381.276,0.05791944,2381.276,0.002806489
2381.758,0.05715433,2381.758,0.00266758
2382.24,0.05623931,2382.24,0.002492956
2382.722,0.05517855,2382.722,0.002293887
2383.205,0.05400941,2383.205,0.002091412
2383.687,0.05279159,2383.687,0.001910597
2384.169,0.05159209,2384.169,0.001772939
2384.651,0.05046888,2384.651,0.001688109
2385.133,0.04945805,2385.133,0.001651023
2385.615,0.04856942,2385.615,0.001644071
2386.097,0.04778904,2386.097,0.001644238
2386.579,0.04708872,2386.579,0.0016314
2387.062,0.04643782,2387.062,0.001595548
2387.544,0.04581375,2387.544,0.001539249
2388.026,0.04520844,2388.026,0.001475012
2388.508,0.04462879,2388.508,0.001419294
2388.99,0.04409286,2388.99,0.001386186
2389.472,0.04362412,2389.472,0.001382629
2389.954,0.04324533,2389.954,0.001407194
2390.437,0.0429743,2390.437,0.001451873
2390.919,0.04282094,2390.919,0.0015056
2391.401,0.04278598,2391.401,0.001557438
2391.883,0.04285992,2391.883,0.001598475
2392.365,0.04302335,2392.365,0.001622752
2392.847,0.04324885,2392.847,0.001626211
2393.329,0.04350522,2393.329,0.001606722
2393.812,0.04376413,2393.812,0.00156369
2394.294,0.04400746,2394.294,0.00149772
2394.776,0.04423434,2394.776,0.001409986
2395.258,0.04446197,2395.258,0.001300468
2395.74,0.04472174,2395.74,0.001166824
2396.222,0.04504966,2396.222,0.001003994
2396.704,0.04547421,2396.704,0.000805938
2397.187,0.04600761,2397.187,0.000569517
2397.669,0.04664351,2397.669,0.000299469
2398.151,0.04736152,2398.151,1.060302e-05
2398.633,0.0481385,2398.633,-0.000272972
2399.115,0.04895845,2399.115,-0.0005236
2399.597,0.0498203,2399.597,-0.000718679
2400.079,0.0507351,2400.079,-0.000848595
2400.562,0.05171782,2400.562,-0.000920085
2401.044,0.05277475,2401.044,-0.000954139
2401.526,0.05389409,2401.526,-0.000976554
2402.008,0.0550449,2402.008,-0.001006836
2402.49,0.05618527,2402.49,-0.001049643
2402.972,0.05727556,2402.972,-0.001091157
2403.454,0.0582931,2403.454,-0.001104278
2403.937,0.05923821,2403.937,-0.001059989
2404.418,0.06013123,2404.418,-0.000938732
2404.901,0.06100058,2404.901,-0.000739287
2405.383,0.06186789,2405.383,-0.000479715
2405.865,0.06273635,2405.865,-0.000191108
2406.347,0.06358889,2406.347,9.208926e-05
2406.829,0.06439421,2406.829,0.000342078
2407.311,0.06512029,2407.311,0.000543075
2407.793,0.06574696,2407.793,0.000690266
2408.276,0.06627144,2408.276,0.000784859
2408.758,0.0667066,2408.758,0.000828644
2409.24,0.06707182,2409.24,0.000821241
2409.722,0.06738177,2409.722,0.000762055
2410.204,0.06764033,2410.204,0.000655289
2410.686,0.06783993,2410.686,0.000514346
2411.168,0.06796754,2411.168,0.000363633
2411.651,0.06801385,2411.651,0.000233989
2412.133,0.06798103,2412.133,0.000154134
2412.615,0.06788324,2412.615,0.000142201
2413.097,0.06774252,2413.097,0.000198817
2413.579,0.06757896,2413.579,0.000306797
2414.061,0.06740142,2414.061,0.000436396
2414.543,0.06720168,2414.543,0.000553426
2415.026,0.0669561,2415.026,0.000629041
2415.508,0.06663262,2415.508,0.000644538
2415.99,0.06620147,2415.99,0.000593936
2416.472,0.06564374,2416.472,0.000481705
2416.954,0.06495714,2416.954,0.000319132
2417.436,0.06415424,2417.436,0.000121056
2417.918,0.06325721,2417.918,-9.62E-05
2418.401,0.06229009,2418.401,-0.000316216
2418.883,0.0612733,2418.883,-0.0005236
2419.365,0.06022067,2419.365,-0.000705116
2419.847,0.05914134,2419.847,-0.000851802
2420.329,0.0580433,2420.329,-0.00096009
2420.811,0.05693737,2420.811,-0.001031066
2421.293,0.05583828,2421.293,-0.001069078
2421.775,0.05476403,2421.775,-0.0010783
2422.258,0.05373203,2422.258,-0.001060848
2422.74,0.05275574,2422.74,-0.001016389
2423.222,0.05184239,2423.222,-0.000945477
2423.704,0.05099187,2423.704,-0.00085329
2424.186,0.05019758,2424.186,-0.000753212
2424.668,0.04944658,2424.668,-0.000666245
2425.15,0.04872074,2425.15,-0.000616022
2425.633,0.04799686,2425.633,-0.000621547
2426.115,0.04724832,2426.115,-0.000689171
2426.597,0.04644911,2426.597,-0.000809373
2427.079,0.04557875,2427.079,-0.000959198
2427.561,0.04462876,2427.561,-0.001111615
2428.043,0.04360599,2428.043,-0.001246369
2428.525,0.04253281,2428.525,-0.001358126
2429.008,0.04144201,2429.008,-0.001458659
2429.49,0.04036919,2429.49,-0.001569767
2429.972,0.03934354,2429.972,-0.001711607
2430.454,0.03838301,2430.454,-0.001889758
2430.936,0.03749347,2430.936,-0.002088577
2431.418,0.03667374,2431.418,-0.00227366
2431.9,0.03592156,2431.9,-0.00240209
2432.383,0.03523815,2432.383,-0.002439884
2432.865,0.03462812,2432.865,-0.00237474
2433.347,0.03409439,2433.347,-0.00222349
2433.829,0.03362986,2433.829,-0.002026745
2434.311,0.03321194,2434.311,-0.001835981
2434.793,0.03280145,2434.793,-0.001695072
2435.275,0.03234866,2435.275,-0.001625558
2435.758,0.03180484,2435.758,-0.001620442
2436.24,0.0311344,2436.24,-0.00164916
2436.722,0.03032483,2436.722,-0.00166979
2437.204,0.0293893,2437.204,-0.001645562
2437.686,0.02836253,2437.686,-0.001557882
2438.168,0.02729121,2438.168,-0.001411962
2438.65,0.0262237,2438.65,-0.001233583
2439.132,0.02520051,2439.132,-0.001059526
2439.615,0.02424994,2439.615,-0.000926036
2440.097,0.02338665,2440.097,-0.000860003
2440.579,0.02261198,2440.579,-0.000874752
2441.061,0.02191737,2441.061,-0.000971199
2441.543,0.02128647,2441.543,-0.00114192
2442.025,0.02069995,2442.025,-0.00137474
2442.507,0.02014078,2442.507,-0.00165454
2442.99,0.01960052,2442.99,-0.001961671
2443.472,0.01908288,2443.472,-0.002270298
2443.954,0.01860439,2443.954,-0.002548237
2444.436,0.01818812,2444.436,-0.002760452
2444.918,0.01785431,2444.918,-0.002876593
2445.4,0.01760785,2445.4,-0.002880378
2445.882,0.01743056,2445.882,-0.002775663
2446.365,0.01727969,2446.365,-0.0025875
2446.847,0.01709613,2446.847,-0.002356219
2447.329,0.01681967,2447.329,-0.002125409
2447.811,0.01640532,2447.811,-0.001930829
2448.293,0.01583804,2448.293,-0.001790776
2448.775,0.01513694,2448.775,-0.001704809
2449.257,0.0143506,2449.257,-0.001658798
2449.74,0.0135437,2449.74,-0.001635032
2450.222,0.01278057,2450.222,-0.001622026
2450.704,0.01211019,2450.704,-0.001619088
2451.186,0.0115591,2451.186,-0.001635296
2451.668,0.01112961,2451.668,-0.001681441
2452.15,0.01080444,2452.15,-0.001760912
2452.632,0.01055433,2452.632,-0.001863728
2453.115,0.0103439,2453.115,-0.001967311
2453.596,0.01013872,2453.596,-0.002044257
2454.079,0.009910488,2454.079,-0.002073573
2454.561,0.009640601,2454.561,-0.002051215
2455.043,0.00932528,2455.043,-0.0019935
2455.525,0.008977577,2455.525,-0.00193294
2456.007,0.008626536,2456.007,-0.001907242
2456.489,0.008312186,2456.489,-0.001944749
2456.971,0.008075223,2456.971,-0.002053128
2457.454,0.007945114,2457.454,-0.002215348
2457.936,0.007929962,2457.936,-0.00239349
2458.418,0.0080118,2458.418,-0.002539574
2458.9,0.008150168,2458.9,-0.002607789
2459.382,0.008292767,2459.382,-0.002566552
2459.864,0.008388996,2459.864,-0.00240466
2460.346,0.008403522,2460.346,-0.002132267
2460.829,0.008323299,2460.829,-0.001777247
2461.311,0.008157697,2461.311,-0.001378737
2461.793,0.007931278,2461.793,-0.00097986
2462.275,0.007673511,2462.275,-0.000621283
2462.757,0.007409089,2462.757,-0.000335551
2463.239,0.007152979,2463.239,-0.000143579
2463.721,0.006910756,2463.721,-5.22E-05
2464.204,0.006682698,2464.204,-5.45E-05
2464.686,0.006469726,2464.686,-0.000132218
2465.168,0.006277431,2465.168,-0.000261051
2465.65,0.00611664,2465.65,-0.00041656
2466.132,0.006001192,2466.132,-0.000578566
2466.614,0.00594358,2466.614,-0.000733564
2467.096,0.005950466,2467.096,-0.00087376
2467.579,0.006020543,2467.579,-0.000993811
2468.061,0.006143894,2468.061,-0.001087753
2468.543,0.006303283,2468.543,-0.001147868
2469.025,0.006475511,2469.025,-0.001165878
2469.507,0.006635055,2469.507,-0.001136566
2469.989,0.006755586,2469.989,-0.001061476
2470.471,0.006814685,2470.471,-0.000949544
2470.953,0.006798428,2470.953,-0.000816086
2471.436,0.006706522,2471.436,-0.000678056
2471.918,0.006555865,2471.918,-0.000549578
2472.4,0.006379603,2472.4,-0.000439632
2472.882,0.006220455,2472.882,-0.000352436
2473.364,0.00611869,2473.364,-0.000290753
2473.846,0.006098763,2473.846,-0.000259097
2474.328,0.00615784,2474.328,-0.000265058
2474.811,0.006262943,2474.811,-0.000316381
2475.293,0.006357076,2475.293,-0.000416759
2475.775,0.006375535,2475.775,-0.000560068
2476.257,0.006265363,2476.257,-0.000728636
2476.739,0.006003812,2476.739,-0.000897898
2477.221,0.005605354,2477.221,-0.001043296
2477.703,0.005119042,2477.703,-0.001149719
2478.186,0.004613549,2478.186,-0.001217162
2478.668,0.004158821,2478.668,-0.001259551
2479.15,0.003808176,2479.15,-0.001299096
2479.632,0.003589124,2479.632,-0.00135512
2480.114,0.003502604,2480.114,-0.001436203
2480.596,0.003530496,2480.596,-0.001536521
2481.078,0.003645155,2481.078,-0.001639719
2481.561,0.003817101,2481.561,-0.001728076
2482.043,0.004017104,2482.043,-0.001790347
2482.525,0.004215427,2482.525,-0.001827633
2483.007,0.004379867,2483.007,-0.001850465
2483.489,0.004478413,2483.489,-0.001872636
2483.971,0.004486314,2483.971,-0.001901667
2484.453,0.004395865,2484.453,-0.001933666
2484.936,0.004223959,2484.936,-0.00195293
2485.417,0.004011185,2485.417,-0.001938614
2485.9,0.003811518,2485.9,-0.001873263
2486.382,0.003673992,2486.382,-0.001750154
2486.864,0.003624272,2486.864,-0.001575446
2487.346,0.003653976,2487.346,-0.001365723
2487.828,0.00372345,2487.828,-0.001140169
2488.311,0.003777492,2488.311,-0.000914365
2488.792,0.003770306,2488.792,-0.000697838
2489.275,0.003685052,2489.275,-0.000495072
2489.757,0.003543524,2489.757,-0.000310885
2490.239,0.0033978,2490.239,-0.00015441
2490.721,0.003309347,2490.721,-4.15E-05
2491.203,0.003323604,2491.203,9.675247e-06
2491.685,0.003450065,2491.685,-1.58E-05
2492.167,0.003658487,2492.167,-0.000121916
2492.65,0.003890177,2492.65,-0.00029774
2493.132,0.004081418,2493.132,-0.00051751
2493.614,0.004185985,2493.614,-0.000745274
2494.096,0.004189331,2494.096,-0.000943196
2494.578,0.004108878,2494.578,-0.001079655
2495.06,0.003981958,2495.06,-0.001135938
2495.542,0.003847587,2495.542,-0.001110392
2496.025,0.003731871,2496.025,-0.001018604
2496.507,0.003641012,2496.507,-0.000890458
2496.989,0.003566541,2496.989,-0.000763995
2497.471,0.003494053,2497.471,-0.000676071
2497.953,0.003413696,2497.953,-0.000652912
2498.435,0.00332494,2498.435,-0.000700981
2498.917,0.003235501,2498.917,-0.000803221
2499.4,0.003155725,2499.4,-0.000922928
2499.882,0.003093551,2499.882,-0.001015001
2500.364,0.003052774,2500.364,-0.00104128
2500.846,0.003035623,2500.846,-0.000986538
2501.328,0.003047335,2501.328,-0.000865592
2501.81,0.00309829,2501.81,-0.000720829
2502.292,0.003201419,2502.292,-0.000608412
2502.775,0.003366277,2502.775,-0.000578102
2503.257,0.003591797,2503.257,-0.000655658
2503.739,0.003862028,2503.739,-0.000833416
2504.221,0.004148819,2504.221,-0.001074763
2504.703,0.00441933,2504.703,-0.001328364
2505.185,0.004646971,2505.185,-0.001545534
2505.667,0.004818577,2505.667,-0.001695171
2506.149,0.004935856,2506.149,-0.001766885
2506.632,0.005010764,2506.632,-0.001765037
2507.114,0.005055714,2507.114,-0.001696723
2507.596,0.005076968,2507.596,-0.001562141
2508.078,0.005071738,2508.078,-0.001352709
2508.56,0.00503235,2508.56,-0.001058369
2509.042,0.004953853,2509.042,-0.000681
2509.524,0.004840556,2509.524,-0.000244858
2510.007,0.004707225,2510.007,0.000201435
2510.489,0.004574169,2510.489,0.000595296
2510.971,0.004457624,2510.971,0.000879107
2511.453,0.004362329,2511.453,0.001019869
2511.935,0.004278532,2511.935,0.001019903
2512.417,0.004186788,2512.417,0.000914468
2512.899,0.004068842,2512.899,0.000756014
2513.382,0.003917759,2513.382,0.000592841
2513.864,0.00374427,2513.864,0.000451852
2514.346,0.003574725,2514.346,0.000330538
2514.828,0.003441782,2514.828,0.000203889
2515.31,0.003372521,2515.31,4.062423e-05
2515.792,0.003379467,2515.792,-0.000178622
2516.274,0.003457279,2516.274,-0.000448999
2516.757,0.00358712,2516.757,-0.000740742
2517.239,0.003744738,2517.239,-0.00100829
2517.721,0.003908465,2517.721,-0.001205432
2518.203,0.004064829,2518.203,-0.001300418
2518.685,0.004208167,2518.685,-0.001284362
2519.167,0.004338098,2519.167,-0.001171727
2519.649,0.00445585,2519.649,-0.000995067
2520.132,0.004561177,2520.132,-0.000795581
2520.614,0.004651727,2520.614,-0.000615228
2521.096,0.004723337,2521.096,-0.000489809
2521.578,0.004769397,2521.578,-0.000444895
2522.06,0.004780184,2522.06,-0.000491365
2522.542,0.004742128,2522.542,-0.000623036
2523.024,0.004639604,2523.024,-0.000816649
2523.506,0.004459298,2523.506,-0.001033942
2523.989,0.004197761,2523.989,-0.001230213
2524.471,0.003868447,2524.471,-0.001364534
2524.953,0.003504541,2524.953,-0.0014115
2525.435,0.00315449,2525.435,-0.001367738
2525.917,0.00287039,2525.917,-0.001252415
2526.399,0.002692851,2526.399,-0.001099419
2526.881,0.002638043,2526.881,-0.000945477
2527.364,0.002692384,2527.364,-0.000818038
2527.846,0.002817495,2527.846,-0.000729363
2528.328,0.002963124,2528.328,-0.000677725
2528.81,0.003082839,2528.81,-0.000655394
2529.292,0.003146347,2529.292,-0.00065761
2529.774,0.003144311,2529.774,-0.000688113
2530.256,0.003084774,2530.256,-0.000758306
2530.739,0.002984409,2530.739,-0.000878984
2531.221,0.002860985,2531.221,-0.001050106
2531.703,0.002728493,2531.703,-0.001253902
2532.185,0.002598176,2532.185,-0.001454465
2532.667,0.002482426,2532.667,-0.001607963
2533.149,0.002397225,2533.149,-0.001675731
2533.631,0.002361144,2533.631,-0.001640248
2534.114,0.002389862,2534.114,-0.001512483
2534.596,0.002489924,2534.596,-0.001329884
2535.078,0.002654012,2535.078,-0.001145753
2535.56,0.002863019,2535.56,-0.001012191
2536.042,0.003091615,2536.042,-0.000964586
2536.524,0.003316893,2536.524,-0.001013083
2537.006,0.003524516,2537.006,-0.001142284
2537.489,0.003709748,2537.489,-0.001319974
2537.97,0.003873127,2537.97,-0.001509182
2538.453,0.004013359,2538.453,-0.001680847
2538.935,0.004122426,2538.935,-0.00182077
2539.417,0.004186253,2539.417,-0.001930004
2539.899,0.0041902,2539.899,-0.002019258
2540.381,0.004128012,2540.381,-0.002101042
2540.863,0.004008376,2540.863,-0.002180601
2541.345,0.003855242,2541.345,-0.002252037
2541.828,0.003701193,2541.828,-0.002298182
2542.31,0.00357673,2542.31,-0.002295842
2542.792,0.003500165,2542.792,-0.002223457
2543.274,0.003473211,2543.274,-0.002069913
2543.756,0.003483532,2543.756,-0.001839379
2544.238,0.003512725,2544.238,-0.001553623
2544.72,0.003544826,2544.72,-0.001248484
2545.203,0.003571986,2545.203,-0.000966041
2545.685,0.003593501,2545.685,-0.000744778
2546.167,0.003611108,2546.167,-0.000611456
2546.649,0.003623437,2546.649,-0.000574959
2547.131,0.003624339,2547.131,-0.000625981
2547.613,0.003604693,2547.613,-0.000740808
2548.095,0.003559191,2548.095,-0.00088821
2548.578,0.003490713,2548.578,-0.001037115
2549.06,0.003412026,2549.06,-0.001163731
2549.542,0.003341133,2549.542,-0.001255884
2550.024,0.00329232,2550.024,-0.001313334
2550.506,0.003268583,2550.506,-0.001346565
2550.988,0.003258535,2550.988,-0.001372131
2551.47,0.003240308,2551.47,-0.001407405
2551.953,0.003190905,2551.953,-0.001465561
2552.435,0.003096221,2552.435,-0.001551048
2552.917,0.002957385,2552.917,-0.001658402
2553.399,0.002790015,2553.399,-0.001771703
2553.881,0.002617609,2553.881,-0.001869897
2554.363,0.002461832,2554.363,-0.001931126
2554.845,0.002336025,2554.845,-0.001939702
2555.327,0.002244191,2555.327,-0.001889758
2555.81,0.002184945,2555.81,-0.001787476
2556.292,0.002158271,2556.292,-0.001648038
2556.774,0.00216896,2556.774,-0.001490889
2557.256,0.002225674,2557.256,-0.001334013
2557.738,0.002334959,2557.738,-0.001189803
2558.22,0.00249319,2558.22,-0.001064319
2558.702,0.002682716,2558.702,-0.000960917
2559.185,0.002872925,2559.185,-0.000883415
2559.667,0.00302905,2559.667,-0.000840129
2560.149,0.003122485,2560.149,-0.000841716
2560.631,0.003141074,2560.631,-0.00089813
2561.113,0.003091615,2561.113,-0.001011464
2561.595,0.002995852,2561.595,-0.001171265
2562.077,0.002881731,2562.077,-0.001353436
2562.56,0.002772708,2562.56,-0.001525328
2563.042,0.002681282,2563.042,-0.001654111
2563.524,0.002607876,2563.524,-0.001715997
2564.006,0.002544246,2564.006,-0.001702234
2564.488,0.00247996,2564.488,-0.001619352
2564.97,0.002407054,2564.97,-0.001484351
2565.452,0.002323033,2565.452,-0.001317496
2565.935,0.002231469,2565.935,-0.001136137
2566.417,0.002141289,2566.417,-0.000953511
2566.899,0.002066575,2566.899,-0.000780533
2567.381,0.002025728,2567.381,-0.000630811
2567.863,0.002040009,2567.863,-0.000523302
2568.345,0.002129469,2568.345,-0.000480178
2568.827,0.002304379,2568.827,-0.000519496
2569.31,0.002558545,2569.31,-0.000646395
2569.792,0.002863319,2569.792,-0.000846114
2570.274,0.003170545,2570.274,-0.00108372
2570.756,0.003422512,2570.756,-0.001312442
2571.238,0.00356918,2571.238,-0.001487719
2571.72,0.003585182,2571.72,-0.001581818
2572.202,0.003481193,2572.202,-0.001593603
2572.684,0.003302803,2572.684,-0.001548935
2573.167,0.003117579,2573.167,-0.001489964
2573.649,0.002993617,2573.649,-0.001460013
2574.131,0.002977469,2574.131,-0.001487124
2574.613,0.003079636,2574.613,-0.001575248
2575.095,0.003273057,2575.095,-0.001703819
2575.577,0.003502971,2575.577,-0.001836311
2576.059,0.003706038,2576.059,-0.001933633
2576.542,0.003829669,2576.542,-0.001967113
2577.024,0.003845714,2577.024,-0.001925518
2577.506,0.0037556,2577.506,-0.001816976
2577.988,0.003584581,2577.988,-0.001663287
2578.47,0.003371119,2578.47,-0.001492705
2578.952,0.003154757,2578.952,-0.001331899
2579.434,0.002965759,2579.434,-0.001201268
2579.917,0.002820429,2579.917,-0.00111254
2580.399,0.002720358,2580.399,-0.001068748
2580.881,0.002655645,2580.881,-0.001065442
2581.363,0.002609976,2581.363,-0.00109195
2581.845,0.002566677,2581.845,-0.001133658
2582.327,0.002513785,2582.327,-0.001173677
2582.809,0.00244807,2582.809,-0.001196874
2583.292,0.002376235,2583.292,-0.001193206
2583.774,0.002314106,2583.774,-0.001161384
2584.256,0.002281895,2584.256,-0.001109698
2584.738,0.00229895,2584.738,-0.001054964
2585.22,0.002377501,2585.22,-0.001017877
2585.702,0.002518917,2585.702,-0.001017745
2586.184,0.002712622,2586.184,-0.001067161
2586.667,0.002938938,2586.667,-0.001168456
2587.149,0.00317238,2587.149,-0.001313334
2587.631,0.003386713,2587.631,-0.001485341
2588.113,0.003557888,2588.113,-0.001663551
2588.595,0.003666106,2588.595,-0.001827897
2589.077,0.003696581,2589.077,-0.001962165
2589.559,0.003641312,2589.559,-0.002056887
2590.042,0.003501602,2590.042,-0.002109351
2590.523,0.003290684,2590.523,-0.002122738
2591.006,0.003034822,2591.006,-0.002103811
2591.488,0.002771541,2591.488,-0.002060547
2591.97,0.002542946,2591.97,-0.001999107
2592.452,0.002386264,2592.452,-0.001922846
2592.934,0.002323999,2592.934,-0.00183113
2593.416,0.002358079,2593.416,-0.001722037
2593.898,0.002470163,2593.898,-0.001593933
2594.381,0.002627776,2594.381,-0.001449578
2594.863,0.002794884,2594.863,-0.001297643
2595.345,0.002942407,2595.345,-0.001152891
2595.827,0.003054876,2595.827,-0.001033314
2596.309,0.003131061,2596.309,-0.000955429
2596.791,0.003179389,2596.791,-0.000928979
2597.273,0.003211099,2597.273,-0.000953313
2597.756,0.003233665,2597.756,-0.001015827
2598.238,0.003248553,2598.238,-0.001095288
2598.72,0.003251891,2598.72,-0.001166473
2599.202,0.003238705,2599.202,-0.001206522
2599.684,0.003206259,2599.684,-0.001200707
2600.166,0.003156393,2600.166,-0.001146051
2600.648,0.003094685,2600.648,-0.001051758
2601.131,0.003028649,2601.131,-0.000937212
2601.613,0.002964792,2601.613,-0.000828091
2602.095,0.002908449,2602.095,-0.000751492
2602.577,0.00286352,2602.577,-0.000730091
2603.059,0.002833969,2603.059,-0.000776696
2603.541,0.002823497,2603.541,-0.000890095
2604.023,0.00283477,2604.023,-0.001052783
2604.506,0.002866621,2604.506,-0.001233054
2604.988,0.002912085,2604.988,-0.001390297
2605.47,0.002957486,2605.47,-0.001484251
2605.952,0.002985076,2605.952,-0.001485902
2606.434,0.002976835,2606.434,-0.001385706
2606.916,0.002920324,2606.916,-0.00119879
2607.398,0.002812159,2607.398,-0.000961578
2607.88,0.002659546,2607.88,-0.000721921
2608.363,0.002478494,2608.363,-0.000525122
2608.845,0.002289956,2608.845,-0.000400274
2609.327,0.002115418,2609.327,-0.000352072
2609.809,0.001973833,2609.809,-0.000361375
2610.291,0.001879081,2610.291,-0.000394381
2610.773,0.001839549,2610.773,-0.000417388
2611.255,0.001857485,2611.255,-0.000411131
2611.738,0.001929067,2611.738,-0.000379948
2612.22,0.00204427,2612.22,-0.000350781
2612.702,0.002188142,2612.702,-0.000363428
2613.184,0.002342988,2613.184,-0.000454361
2613.666,0.002492223,2613.666,-0.0006413
2614.148,0.002623709,2614.148,-0.000913141
2614.63,0.002733195,2614.63,-0.001231105
2615.113,0.002823731,2615.113,-0.001538568
2615.595,0.002903779,2615.595,-0.001778204
2616.077,0.002981539,2616.077,-0.001908991
2616.559,0.003061015,2616.559,-0.001917469
2617.041,0.003138304,2617.041,-0.001820407
2617.523,0.003201853,2617.523,-0.001656917
2618.005,0.003236135,2618.005,-0.001474972
2618.488,0.003226221,2618.488,-0.001317298
2618.97,0.003163535,2618.97,-0.001209463
2619.452,0.003048469,2619.452,-0.001156196
2619.934,0.002891003,2619.934,-0.001145555
2620.416,0.002708655,2620.416,-0.001156328
2620.898,0.002522583,2620.898,-0.001167795
2621.38,0.002354847,2621.38,-0.001167597
2621.863,0.002224308,2621.863,-0.001153123
2622.344,0.002145451,2622.344,-0.001130717
2622.827,0.002126472,2622.827,-0.001110392
2623.309,0.002168861,2623.309,-0.001100973
2623.791,0.002266141,2623.791,-0.001107021
2624.273,0.002404288,2624.273,-0.001127743
2624.755,0.002562877,2624.755,-0.001158873
2625.237,0.00271689,2625.237,-0.001194957
2625.719,0.002840573,2625.719,-0.001231402
2626.202,0.002911918,2626.202,-0.001265333
2626.684,0.002916521,2626.684,-0.001294868
2627.166,0.002851346,2627.166,-0.001318587
2627.648,0.002726059,2627.648,-0.001334508
2628.13,0.002562344,2628.13,-0.001339661
2628.612,0.002390595,2628.612,-0.001331304
2629.094,0.002244691,2629.094,-0.001307586
2629.577,0.002154708,2629.577,-0.001268439
2630.059,0.002139857,2630.059,-0.001215443
2630.541,0.002202595,2630.541,-0.001151239
2631.023,0.002327331,2631.023,-0.001078267
2631.505,0.002483192,2631.505,-0.000998373
2631.987,0.00263201,2631.987,-0.000912513
2632.469,0.00273883,2632.469,-0.000820485
2632.952,0.002781912,2632.952,-0.000722549
2633.434,0.00275857,2633.434,-0.000619264
2633.916,0.00268545,2633.916,-0.000512712
2634.398,0.002591642,2634.398,-0.000406696
2634.88,0.002508686,2634.88,-0.000306481
2635.362,0.002459833,2635.362,-0.000219557
2635.844,0.002453568,2635.844,-0.000153947
2636.327,0.002483026,2636.327,-0.000117676
2636.809,0.002531182,2636.809,-0.000117246
2637.291,0.002579243,2637.291,-0.000154576
2637.773,0.002614842,2637.773,-0.000225651
2638.255,0.002635743,2638.255,-0.000320023
2638.737,0.002649244,2638.737,-0.000421592
2639.219,0.00266758,2639.219,-0.000512348
2639.701,0.002702086,2639.701,-0.000576911
2640.184,0.002758703,2640.184,-0.000606823
2640.666,0.002836638,2640.666,-0.000603448
2641.148,0.002929497,2641.148,-0.00057797
2641.63,0.003028082,2641.63,-0.000547625
2642.112,0.003122585,2642.112,-0.000531079
2642.594,0.003203355,2642.594,-0.000541967
2643.076,0.003261172,2643.076,-0.000584985
2643.559,0.003287246,2643.559,-0.000653607
2644.041,0.003275727,2644.041,-0.000732208
2644.523,0.003226488,2644.523,-0.000799914
2645.005,0.00314895,2645.005,-0.000835664
2645.487,0.003063251,2645.487,-0.000823858
2645.969,0.002997887,2645.969,-0.00075781
2646.451,0.002983107,2646.451,-0.000641233
2646.934,0.003042063,2646.934,-0.000488188
2647.416,0.003183328,2647.416,-0.000319924
2647.898,0.003396631,2647.898,-0.0001612
2648.38,0.003655346,2648.38,-3.49E-05
2648.862,0.003923443,2648.862,4.261246e-05
2649.344,0.004165043,2649.344,6.531209999999999e-05
2649.826,0.004352623,2649.826,3.929875e-05
2650.309,0.004471952,2650.309,-1.84E-05
2650.791,0.004521099,2650.791,-8.41E-05
2651.273,0.00450687,2651.273,-0.000133245
2651.755,0.004440183,2651.755,-0.000146858
2652.237,0.004332342,2652.237,-0.000116119
2652.719,0.004194684,2652.719,-4.34E-05
2653.201,0.004039076,2653.201,5.938026e-05
2653.684,0.003879245,2653.684,0.000175812
2654.166,0.003730468,2654.166,0.000290119
2654.648,0.003606832,2654.648,0.000391456
2655.13,0.003517735,2655.13,0.000475071
2655.612,0.003465061,2655.612,0.000541084
2656.094,0.003443152,2656.094,0.000591083
2656.576,0.003440413,2656.576,0.000625424
2657.058,0.003445055,2657.058,0.000641385
2657.541,0.003448796,2657.541,0.000634583
2658.023,0.003449297,2658.023,0.000601335
2658.505,0.003449731,2658.505,0.000541648
2658.987,0.003455442,2658.987,0.00046104
2659.469,0.003469236,2659.469,0.000370497
2659.951,0.003489477,2659.951,0.000283223
2660.433,0.003509251,2660.433,0.000211712
2660.916,0.003519973,2660.916,0.000164045
2661.398,0.003514562,2661.398,0.000142301
2661.88,0.00349118,2661.88,0.000142666
2662.362,0.003454173,2662.362,0.000157912
2662.844,0.003412193,2662.844,0.00018032
2663.326,0.003375393,2663.326,0.000203855
2663.808,0.003351284,2663.808,0.000225735
2664.291,0.003343003,2664.291,0.000246256
2664.773,0.003349782,2664.773,0.000267574
2665.255,0.003368547,2665.255,0.000292009
2665.737,0.003396631,2665.737,0.000320723
2666.219,0.003433233,2666.219,0.000352656
2666.701,0.00347939,2666.701,0.000384591
2667.183,0.003536843,2667.183,0.000411687
2667.666,0.003605228,2667.666,0.000427706
2668.148,0.003680641,2668.148,0.000427208
2668.63,0.003755266,2668.63,0.00040638
2669.112,0.003818571,2669.112,0.000363765
2669.594,0.003859253,2669.594,0.000301558
2670.076,0.003868647,2670.076,0.000224442
2670.558,0.003842907,2670.558,0.000139218
2671.041,0.003783775,2671.041,5.328281e-05
2671.523,0.003698987,2671.523,-2.71E-05
2672.005,0.003600551,2672.005,-9.67E-05
2672.487,0.003501836,2672.487,-0.000152589
